Artist,Artist ID,Monthly Listeners,Date,Daily Listeners
Camilo,28gNT5KBp7IjEOQoevXf9N,24160634,2024-11-17,"-58,252"
Camilo,28gNT5KBp7IjEOQoevXf9N,24162409,2024-11-18,"+121,308"
Camilo,28gNT5KBp7IjEOQoevXf9N,24123289,2024-11-19,"-146,965"
Camilo,28gNT5KBp7IjEOQoevXf9N,24064863,2024-11-20,"-19,779"
Camilo,28gNT5KBp7IjEOQoevXf9N,24063610,2024-11-21,"+105,240"
Camilo,28gNT5KBp7IjEOQoevXf9N,24076349,2024-11-22,"+48,932"
Camilo,28gNT5KBp7IjEOQoevXf9N,24081149,2024-11-23,"-86,514"
Camilo,28gNT5KBp7IjEOQoevXf9N,24124524,2024-11-24,"-62,210"
Camilo,28gNT5KBp7IjEOQoevXf9N,24124809,2024-11-25,"+159,451"
Camilo,28gNT5KBp7IjEOQoevXf9N,24137535,2024-11-26,"+66,862"
Camilo,28gNT5KBp7IjEOQoevXf9N,24153702,2024-11-27,"-42,189"
Camilo,28gNT5KBp7IjEOQoevXf9N,24134243,2024-11-28,"-151,578"
Camilo,28gNT5KBp7IjEOQoevXf9N,24155961,2024-11-29,"+122,153"
Camilo,28gNT5KBp7IjEOQoevXf9N,24167678,2024-11-30,"-79,499"
Camilo,28gNT5KBp7IjEOQoevXf9N,24166118,2024-12-01,"-64,934"
Camilo,28gNT5KBp7IjEOQoevXf9N,24158958,2024-12-02,"-47,023"
Camilo,28gNT5KBp7IjEOQoevXf9N,24145048,2024-12-03,"+5,344"
Camilo,28gNT5KBp7IjEOQoevXf9N,24089579,2024-12-04,"+11,907"
Camilo,28gNT5KBp7IjEOQoevXf9N,24122705,2024-12-05,"+24,996"
Camilo,28gNT5KBp7IjEOQoevXf9N,24112797,2024-12-06,"-12,288"
Camilo,28gNT5KBp7IjEOQoevXf9N,24127815,2024-12-07,"-33,578"
Camilo,28gNT5KBp7IjEOQoevXf9N,24116985,2024-12-08,"-91,274"
Camilo,28gNT5KBp7IjEOQoevXf9N,24151504,2024-12-09,"-11,496"
Camilo,28gNT5KBp7IjEOQoevXf9N,24141887,2024-12-10,"-108,901"
Camilo,28gNT5KBp7IjEOQoevXf9N,24093465,2024-12-11,"+37,195"
Camilo,28gNT5KBp7IjEOQoevXf9N,24094820,2024-12-12,"+88,537"
Camilo,28gNT5KBp7IjEOQoevXf9N,24053613,2024-12-13,"-33,580"
Camilo,28gNT5KBp7IjEOQoevXf9N,24044142,2024-12-14,"-48,537"
Camilo,28gNT5KBp7IjEOQoevXf9N,24060560,2024-12-15,"-98,708"
Camilo,28gNT5KBp7IjEOQoevXf9N,24046478,2024-12-16,"-12,916"
Camilo,28gNT5KBp7IjEOQoevXf9N,24025577,2024-12-17,"-3,009"
Camilo,28gNT5KBp7IjEOQoevXf9N,24049575,2024-12-18,"-70,388"
Camilo,28gNT5KBp7IjEOQoevXf9N,24060660,2024-12-19,"+19,686"
Camilo,28gNT5KBp7IjEOQoevXf9N,24054175,2024-12-20,"-108,226"
Camilo,28gNT5KBp7IjEOQoevXf9N,24057352,2024-12-21,"-23,901"
Camilo,28gNT5KBp7IjEOQoevXf9N,24093798,2024-12-22,"+78,956"
Camilo,28gNT5KBp7IjEOQoevXf9N,24134590,2024-12-23,"+40,004"
Camilo,28gNT5KBp7IjEOQoevXf9N,24133617,2024-12-24,"-41,765"
Camilo,28gNT5KBp7IjEOQoevXf9N,24143858,2024-12-25,"+70,326"
Camilo,28gNT5KBp7IjEOQoevXf9N,24128107,2024-12-26,"-16,261"
Camilo,28gNT5KBp7IjEOQoevXf9N,24103522,2024-12-27,"-13,295"
Camilo,28gNT5KBp7IjEOQoevXf9N,24085682,2024-12-28,"-39,801"
Camilo,28gNT5KBp7IjEOQoevXf9N,24071404,2024-12-29,"+160,229"
Camilo,28gNT5KBp7IjEOQoevXf9N,24057277,2024-12-30,"-113,018"
Camilo,28gNT5KBp7IjEOQoevXf9N,24042848,2024-12-31,"-117,626"
Camilo,28gNT5KBp7IjEOQoevXf9N,24052973,2025-01-01,"-114,586"
Camilo,28gNT5KBp7IjEOQoevXf9N,24084226,2025-01-02,"+4,971"
Camilo,28gNT5KBp7IjEOQoevXf9N,24040323,2025-01-03,"-77,965"
Camilo,28gNT5KBp7IjEOQoevXf9N,24083126,2025-01-04,"+66,664"
Camilo,28gNT5KBp7IjEOQoevXf9N,24075918,2025-01-05,"+49,935"
Camilo,28gNT5KBp7IjEOQoevXf9N,24075016,2025-01-06,"+70,460"
Camilo,28gNT5KBp7IjEOQoevXf9N,24110543,2025-01-07,"+107,114"
Camilo,28gNT5KBp7IjEOQoevXf9N,24092095,2025-01-08,"-128,919"
Camilo,28gNT5KBp7IjEOQoevXf9N,24099017,2025-01-09,"-50,666"
Camilo,28gNT5KBp7IjEOQoevXf9N,24111506,2025-01-10,"-79,643"
Camilo,28gNT5KBp7IjEOQoevXf9N,24084059,2025-01-11,"+11,120"
Camilo,28gNT5KBp7IjEOQoevXf9N,24095808,2025-01-12,"-74,661"
Camilo,28gNT5KBp7IjEOQoevXf9N,24121724,2025-01-13,"-38,082"
Camilo,28gNT5KBp7IjEOQoevXf9N,24102728,2025-01-14,"+117,903"
Camilo,28gNT5KBp7IjEOQoevXf9N,24098373,2025-01-15,"-59,077"
Camilo,28gNT5KBp7IjEOQoevXf9N,24072357,2025-01-16,"-70,791"
Camilo,28gNT5KBp7IjEOQoevXf9N,24090384,2025-01-17,+448
Camilo,28gNT5KBp7IjEOQoevXf9N,24086747,2025-01-18,"+34,234"
Camilo,28gNT5KBp7IjEOQoevXf9N,24108474,2025-01-19,"-53,773"
Camilo,28gNT5KBp7IjEOQoevXf9N,24153136,2025-01-20,"+28,054"
Camilo,28gNT5KBp7IjEOQoevXf9N,24134081,2025-01-21,"-23,439"
Camilo,28gNT5KBp7IjEOQoevXf9N,24171258,2025-01-22,"+60,012"
Camilo,28gNT5KBp7IjEOQoevXf9N,24208832,2025-01-23,"-22,819"
Camilo,28gNT5KBp7IjEOQoevXf9N,24191829,2025-01-24,"+26,324"
Camilo,28gNT5KBp7IjEOQoevXf9N,24207014,2025-01-25,"+111,691"
Camilo,28gNT5KBp7IjEOQoevXf9N,24240267,2025-01-26,"-63,125"
Camilo,28gNT5KBp7IjEOQoevXf9N,24244771,2025-01-27,"+112,207"
Camilo,28gNT5KBp7IjEOQoevXf9N,24253206,2025-01-28,"-17,830"
Camilo,28gNT5KBp7IjEOQoevXf9N,24281568,2025-01-29,"+161,553"
Camilo,28gNT5KBp7IjEOQoevXf9N,24277709,2025-01-30,"-177,763"
Camilo,28gNT5KBp7IjEOQoevXf9N,24265676,2025-01-31,"+78,537"
Camilo,28gNT5KBp7IjEOQoevXf9N,24281863,2025-02-01,"+104,807"
Camilo,28gNT5KBp7IjEOQoevXf9N,24232444,2025-02-02,"-46,670"
Camilo,28gNT5KBp7IjEOQoevXf9N,24206885,2025-02-03,"+51,150"
Camilo,28gNT5KBp7IjEOQoevXf9N,24171327,2025-02-04,"-89,633"
Camilo,28gNT5KBp7IjEOQoevXf9N,24193434,2025-02-05,"-64,899"
Camilo,28gNT5KBp7IjEOQoevXf9N,24160516,2025-02-06,"-104,064"
Camilo,28gNT5KBp7IjEOQoevXf9N,24182140,2025-02-07,"-54,287"
Camilo,28gNT5KBp7IjEOQoevXf9N,24202217,2025-02-08,"-20,790"
Camilo,28gNT5KBp7IjEOQoevXf9N,24195333,2025-02-09,"-45,920"
Camilo,28gNT5KBp7IjEOQoevXf9N,24179435,2025-02-10,"+41,243"
Camilo,28gNT5KBp7IjEOQoevXf9N,24157702,2025-02-11,"-91,074"
Camilo,28gNT5KBp7IjEOQoevXf9N,24208388,2025-02-12,"+6,074"
Camilo,28gNT5KBp7IjEOQoevXf9N,24220846,2025-02-13,"+19,834"
Camilo,28gNT5KBp7IjEOQoevXf9N,24167137,2025-02-14,"-87,873"
Camilo,28gNT5KBp7IjEOQoevXf9N,24123433,2025-02-15,"+43,167"
Camilo,28gNT5KBp7IjEOQoevXf9N,24134325,2025-02-16,"-121,911"
Camilo,28gNT5KBp7IjEOQoevXf9N,24143118,2025-02-17,"+35,935"
Camilo,28gNT5KBp7IjEOQoevXf9N,24159007,2025-02-18,"-73,386"
Camilo,28gNT5KBp7IjEOQoevXf9N,24119451,2025-02-19,"-3,742"
Camilo,28gNT5KBp7IjEOQoevXf9N,24132572,2025-02-20,"-30,182"
Camilo,28gNT5KBp7IjEOQoevXf9N,24101672,2025-02-21,"+45,639"
Camilo,28gNT5KBp7IjEOQoevXf9N,24076193,2025-02-22,"+86,903"
Camilo,28gNT5KBp7IjEOQoevXf9N,24060713,2025-02-23,"+89,702"
Camilo,28gNT5KBp7IjEOQoevXf9N,24086202,2025-02-24,"+87,784"
Camilo,28gNT5KBp7IjEOQoevXf9N,24075380,2025-02-25,"+93,846"
Camilo,28gNT5KBp7IjEOQoevXf9N,24045940,2025-02-26,"-10,503"
Camilo,28gNT5KBp7IjEOQoevXf9N,24096182,2025-02-27,"+47,405"
Camilo,28gNT5KBp7IjEOQoevXf9N,24104014,2025-02-28,-816
Camilo,28gNT5KBp7IjEOQoevXf9N,24102882,2025-03-01,"+31,575"
Camilo,28gNT5KBp7IjEOQoevXf9N,24111764,2025-03-02,"+39,667"
Camilo,28gNT5KBp7IjEOQoevXf9N,24098742,2025-03-03,"-68,305"
Camilo,28gNT5KBp7IjEOQoevXf9N,24091482,2025-03-04,"+83,799"
Camilo,28gNT5KBp7IjEOQoevXf9N,24106447,2025-03-05,"+59,364"
Camilo,28gNT5KBp7IjEOQoevXf9N,24125431,2025-03-06,"-60,715"
Camilo,28gNT5KBp7IjEOQoevXf9N,24146473,2025-03-07,"+88,748"
Camilo,28gNT5KBp7IjEOQoevXf9N,24121650,2025-03-08,"-157,011"
Camilo,28gNT5KBp7IjEOQoevXf9N,24106229,2025-03-09,"-111,262"
Camilo,28gNT5KBp7IjEOQoevXf9N,24075052,2025-03-10,"+107,510"
Camilo,28gNT5KBp7IjEOQoevXf9N,24078355,2025-03-11,"+30,617"
Camilo,28gNT5KBp7IjEOQoevXf9N,24085837,2025-03-12,"-26,108"
Camilo,28gNT5KBp7IjEOQoevXf9N,24079221,2025-03-13,"-12,641"
Camilo,28gNT5KBp7IjEOQoevXf9N,24026738,2025-03-14,"+11,276"
Camilo,28gNT5KBp7IjEOQoevXf9N,23976760,2025-03-15,"-26,144"
Camilo,28gNT5KBp7IjEOQoevXf9N,23983607,2025-03-16,"+88,140"
Camilo,28gNT5KBp7IjEOQoevXf9N,23998130,2025-03-17,"-125,222"
Camilo,28gNT5KBp7IjEOQoevXf9N,24038122,2025-03-18,"-29,401"
Camilo,28gNT5KBp7IjEOQoevXf9N,24036896,2025-03-19,"+86,724"
Camilo,28gNT5KBp7IjEOQoevXf9N,24068789,2025-03-20,"-46,755"
Camilo,28gNT5KBp7IjEOQoevXf9N,24059429,2025-03-21,"-63,441"
Camilo,28gNT5KBp7IjEOQoevXf9N,24058170,2025-03-22,"-42,650"
Camilo,28gNT5KBp7IjEOQoevXf9N,24051691,2025-03-23,"+29,732"
Camilo,28gNT5KBp7IjEOQoevXf9N,24055846,2025-03-24,"-35,796"
Camilo,28gNT5KBp7IjEOQoevXf9N,24036817,2025-03-25,"-72,125"
Camilo,28gNT5KBp7IjEOQoevXf9N,24054268,2025-03-26,"-86,095"
Camilo,28gNT5KBp7IjEOQoevXf9N,24044327,2025-03-27,"+90,621"
Camilo,28gNT5KBp7IjEOQoevXf9N,24032802,2025-03-28,"+33,423"
Camilo,28gNT5KBp7IjEOQoevXf9N,24022248,2025-03-29,"-104,157"
Camilo,28gNT5KBp7IjEOQoevXf9N,24059776,2025-03-30,"-88,088"
Camilo,28gNT5KBp7IjEOQoevXf9N,24051978,2025-03-31,"+80,527"
Camilo,28gNT5KBp7IjEOQoevXf9N,24064666,2025-04-01,"+76,709"
Camilo,28gNT5KBp7IjEOQoevXf9N,24049372,2025-04-02,"-102,957"
Camilo,28gNT5KBp7IjEOQoevXf9N,24063521,2025-04-03,"-30,838"
Camilo,28gNT5KBp7IjEOQoevXf9N,24055932,2025-04-04,"+21,881"
Camilo,28gNT5KBp7IjEOQoevXf9N,24029680,2025-04-05,"+29,562"
Camilo,28gNT5KBp7IjEOQoevXf9N,24011109,2025-04-06,"+30,903"
Camilo,28gNT5KBp7IjEOQoevXf9N,23995584,2025-04-07,"+4,343"
Camilo,28gNT5KBp7IjEOQoevXf9N,24016488,2025-04-08,"+121,521"
Camilo,28gNT5KBp7IjEOQoevXf9N,23977311,2025-04-09,"-98,863"
Camilo,28gNT5KBp7IjEOQoevXf9N,23981019,2025-04-10,"+4,462"
Camilo,28gNT5KBp7IjEOQoevXf9N,24006042,2025-04-11,"+40,838"
Camilo,28gNT5KBp7IjEOQoevXf9N,23979995,2025-04-12,"-98,040"
Camilo,28gNT5KBp7IjEOQoevXf9N,23995238,2025-04-13,"+34,104"
Camilo,28gNT5KBp7IjEOQoevXf9N,23975143,2025-04-14,"+92,225"
Camilo,28gNT5KBp7IjEOQoevXf9N,24014095,2025-04-15,"+54,190"
Camilo,28gNT5KBp7IjEOQoevXf9N,23957568,2025-04-16,"-70,690"
Camilo,28gNT5KBp7IjEOQoevXf9N,23953371,2025-04-17,"+84,116"
Camilo,28gNT5KBp7IjEOQoevXf9N,23998744,2025-04-18,"+51,376"
Camilo,28gNT5KBp7IjEOQoevXf9N,23998077,2025-04-19,"-98,805"
Camilo,28gNT5KBp7IjEOQoevXf9N,24013290,2025-04-20,"-97,389"
Camilo,28gNT5KBp7IjEOQoevXf9N,24042090,2025-04-21,"-1,646"
Camilo,28gNT5KBp7IjEOQoevXf9N,24070466,2025-04-22,"+77,728"
Camilo,28gNT5KBp7IjEOQoevXf9N,24062233,2025-04-23,"-59,558"
Camilo,28gNT5KBp7IjEOQoevXf9N,24067112,2025-04-24,"+143,512"
Cardi B,4kYSro6naA4h99UJvo89HB,27729989,2024-10-27,"-70,481"
Cardi B,4kYSro6naA4h99UJvo89HB,27735370,2024-10-28,"+134,252"
Cardi B,4kYSro6naA4h99UJvo89HB,27715695,2024-10-29,"+1,261"
Cardi B,4kYSro6naA4h99UJvo89HB,27696598,2024-10-30,"-71,241"
Cardi B,4kYSro6naA4h99UJvo89HB,27702262,2024-10-31,"+45,918"
Cardi B,4kYSro6naA4h99UJvo89HB,27720444,2024-11-01,"+157,725"
Cardi B,4kYSro6naA4h99UJvo89HB,27720230,2024-11-02,"+146,005"
Cardi B,4kYSro6naA4h99UJvo89HB,27705815,2024-11-03,"-212,688"
Cardi B,4kYSro6naA4h99UJvo89HB,27714429,2024-11-04,"-113,015"
Cardi B,4kYSro6naA4h99UJvo89HB,27752427,2024-11-05,"-87,080"
Cardi B,4kYSro6naA4h99UJvo89HB,27760600,2024-11-06,"-92,690"
Cardi B,4kYSro6naA4h99UJvo89HB,27763002,2024-11-07,"-35,406"
Cardi B,4kYSro6naA4h99UJvo89HB,27779713,2024-11-08,"-36,771"
Cardi B,4kYSro6naA4h99UJvo89HB,27760737,2024-11-09,"+98,772"
Cardi B,4kYSro6naA4h99UJvo89HB,27795456,2024-11-10,"-22,194"
Cardi B,4kYSro6naA4h99UJvo89HB,27773254,2024-11-11,"-123,721"
Cardi B,4kYSro6naA4h99UJvo89HB,27778109,2024-11-12,"+109,793"
Cardi B,4kYSro6naA4h99UJvo89HB,27793559,2024-11-13,"+47,377"
Cardi B,4kYSro6naA4h99UJvo89HB,27838511,2024-11-14,"-67,824"
Cardi B,4kYSro6naA4h99UJvo89HB,27879427,2024-11-15,"+76,588"
Cardi B,4kYSro6naA4h99UJvo89HB,27861135,2024-11-16,"+40,082"
Cardi B,4kYSro6naA4h99UJvo89HB,27824551,2024-11-17,"+80,713"
Cardi B,4kYSro6naA4h99UJvo89HB,27857034,2024-11-18,"+57,407"
Cardi B,4kYSro6naA4h99UJvo89HB,27880553,2024-11-19,"+12,126"
Cardi B,4kYSro6naA4h99UJvo89HB,27923002,2024-11-20,"-14,145"
Cardi B,4kYSro6naA4h99UJvo89HB,27970791,2024-11-21,"+107,216"
Cardi B,4kYSro6naA4h99UJvo89HB,27987960,2024-11-22,"+112,543"
Cardi B,4kYSro6naA4h99UJvo89HB,27966068,2024-11-23,"+45,622"
Cardi B,4kYSro6naA4h99UJvo89HB,27981661,2024-11-24,"+48,208"
Cardi B,4kYSro6naA4h99UJvo89HB,27992452,2024-11-25,"-22,477"
Cardi B,4kYSro6naA4h99UJvo89HB,28038895,2024-11-26,"+22,960"
Cardi B,4kYSro6naA4h99UJvo89HB,28056629,2024-11-27,"+227,875"
Cardi B,4kYSro6naA4h99UJvo89HB,28016761,2024-11-28,"+93,699"
Cardi B,4kYSro6naA4h99UJvo89HB,27983009,2024-11-29,"-23,881"
Cardi B,4kYSro6naA4h99UJvo89HB,27976359,2024-11-30,"-43,058"
Cardi B,4kYSro6naA4h99UJvo89HB,27987498,2024-12-01,"-37,508"
Cardi B,4kYSro6naA4h99UJvo89HB,27983219,2024-12-02,"+22,230"
Cardi B,4kYSro6naA4h99UJvo89HB,27990543,2024-12-03,"-69,145"
Cardi B,4kYSro6naA4h99UJvo89HB,28006603,2024-12-04,"+85,876"
Cardi B,4kYSro6naA4h99UJvo89HB,28047882,2024-12-05,"-66,778"
Cardi B,4kYSro6naA4h99UJvo89HB,28009855,2024-12-06,"+82,529"
Cardi B,4kYSro6naA4h99UJvo89HB,28046804,2024-12-07,"-99,921"
Cardi B,4kYSro6naA4h99UJvo89HB,28027959,2024-12-08,"+44,977"
Cardi B,4kYSro6naA4h99UJvo89HB,28045010,2024-12-09,"+206,005"
Cardi B,4kYSro6naA4h99UJvo89HB,28027213,2024-12-10,"-81,032"
Cardi B,4kYSro6naA4h99UJvo89HB,28069923,2024-12-11,"-106,887"
Cardi B,4kYSro6naA4h99UJvo89HB,28049273,2024-12-12,"+55,410"
Cardi B,4kYSro6naA4h99UJvo89HB,28033778,2024-12-13,"-111,979"
Cardi B,4kYSro6naA4h99UJvo89HB,28021720,2024-12-14,"+64,819"
Cardi B,4kYSro6naA4h99UJvo89HB,27988471,2024-12-15,"+62,567"
Cardi B,4kYSro6naA4h99UJvo89HB,28057931,2024-12-16,"-28,477"
Cardi B,4kYSro6naA4h99UJvo89HB,28066261,2024-12-17,"+50,863"
Cardi B,4kYSro6naA4h99UJvo89HB,28050636,2024-12-18,"-11,969"
Cardi B,4kYSro6naA4h99UJvo89HB,28019398,2024-12-19,"-103,066"
Cardi B,4kYSro6naA4h99UJvo89HB,28035433,2024-12-20,"+37,759"
Cardi B,4kYSro6naA4h99UJvo89HB,28050146,2024-12-21,"-25,373"
Cardi B,4kYSro6naA4h99UJvo89HB,28044465,2024-12-22,"-25,855"
Cardi B,4kYSro6naA4h99UJvo89HB,28124613,2024-12-23,"+73,195"
Cardi B,4kYSro6naA4h99UJvo89HB,28134171,2024-12-24,"-97,437"
Cardi B,4kYSro6naA4h99UJvo89HB,28156267,2024-12-25,"+9,328"
Cardi B,4kYSro6naA4h99UJvo89HB,28129589,2024-12-26,"-207,707"
Cardi B,4kYSro6naA4h99UJvo89HB,28156817,2024-12-27,"-129,506"
Cardi B,4kYSro6naA4h99UJvo89HB,28200555,2024-12-28,"-109,678"
Cardi B,4kYSro6naA4h99UJvo89HB,28162653,2024-12-29,"+32,749"
Cardi B,4kYSro6naA4h99UJvo89HB,28210978,2024-12-30,"+3,895"
Cardi B,4kYSro6naA4h99UJvo89HB,28215761,2024-12-31,"-4,283"
Cardi B,4kYSro6naA4h99UJvo89HB,28250091,2025-01-01,"-20,540"
Cardi B,4kYSro6naA4h99UJvo89HB,28238850,2025-01-02,"+32,963"
Cardi B,4kYSro6naA4h99UJvo89HB,28259654,2025-01-03,"+15,178"
Cardi B,4kYSro6naA4h99UJvo89HB,28289321,2025-01-04,"-89,869"
Cardi B,4kYSro6naA4h99UJvo89HB,28274745,2025-01-05,"-259,834"
Cardi B,4kYSro6naA4h99UJvo89HB,28330527,2025-01-06,"+53,681"
Cardi B,4kYSro6naA4h99UJvo89HB,28361876,2025-01-07,"-48,484"
Cardi B,4kYSro6naA4h99UJvo89HB,28391517,2025-01-08,"-2,479"
Cardi B,4kYSro6naA4h99UJvo89HB,28438500,2025-01-09,"-15,000"
Cardi B,4kYSro6naA4h99UJvo89HB,28459584,2025-01-10,"-39,298"
Cardi B,4kYSro6naA4h99UJvo89HB,28472531,2025-01-11,"+120,980"
Cardi B,4kYSro6naA4h99UJvo89HB,28460857,2025-01-12,"+8,540"
Cardi B,4kYSro6naA4h99UJvo89HB,28448740,2025-01-13,"+38,228"
Cardi B,4kYSro6naA4h99UJvo89HB,28425006,2025-01-14,"-44,420"
Cardi B,4kYSro6naA4h99UJvo89HB,28456367,2025-01-15,"-88,187"
Cardi B,4kYSro6naA4h99UJvo89HB,28456019,2025-01-16,"+85,589"
Cardi B,4kYSro6naA4h99UJvo89HB,28484158,2025-01-17,"+35,601"
Cardi B,4kYSro6naA4h99UJvo89HB,28557139,2025-01-18,"-5,262"
Cardi B,4kYSro6naA4h99UJvo89HB,28537925,2025-01-19,"-1,874"
Cardi B,4kYSro6naA4h99UJvo89HB,28520985,2025-01-20,"+15,652"
Cardi B,4kYSro6naA4h99UJvo89HB,28504513,2025-01-21,"+19,585"
Cardi B,4kYSro6naA4h99UJvo89HB,28479529,2025-01-22,"-15,998"
Cardi B,4kYSro6naA4h99UJvo89HB,28530774,2025-01-23,"-19,446"
Cardi B,4kYSro6naA4h99UJvo89HB,28553467,2025-01-24,"-29,425"
Cardi B,4kYSro6naA4h99UJvo89HB,28557503,2025-01-25,"-218,419"
Cardi B,4kYSro6naA4h99UJvo89HB,28547648,2025-01-26,"+162,645"
Cardi B,4kYSro6naA4h99UJvo89HB,28532715,2025-01-27,"+90,405"
Cardi B,4kYSro6naA4h99UJvo89HB,28514709,2025-01-28,"+179,994"
Cardi B,4kYSro6naA4h99UJvo89HB,28551875,2025-01-29,"-24,471"
Cardi B,4kYSro6naA4h99UJvo89HB,28572839,2025-01-30,"+72,404"
Cardi B,4kYSro6naA4h99UJvo89HB,28527109,2025-01-31,"-36,323"
Cardi B,4kYSro6naA4h99UJvo89HB,28491879,2025-02-01,"-53,106"
Cardi B,4kYSro6naA4h99UJvo89HB,28507230,2025-02-02,"+21,679"
Cardi B,4kYSro6naA4h99UJvo89HB,28519289,2025-02-03,"-32,511"
Cardi B,4kYSro6naA4h99UJvo89HB,28497749,2025-02-04,"-54,732"
Cardi B,4kYSro6naA4h99UJvo89HB,28501526,2025-02-05,"+10,017"
Cardi B,4kYSro6naA4h99UJvo89HB,28484884,2025-02-06,"-112,736"
Cardi B,4kYSro6naA4h99UJvo89HB,28477429,2025-02-07,"-141,628"
Cardi B,4kYSro6naA4h99UJvo89HB,28453651,2025-02-08,"+33,959"
Cardi B,4kYSro6naA4h99UJvo89HB,28424145,2025-02-09,"+146,723"
Cardi B,4kYSro6naA4h99UJvo89HB,28392384,2025-02-10,"+28,204"
Cardi B,4kYSro6naA4h99UJvo89HB,28383380,2025-02-11,"-86,356"
Cardi B,4kYSro6naA4h99UJvo89HB,28379095,2025-02-12,"-49,122"
Cardi B,4kYSro6naA4h99UJvo89HB,28374678,2025-02-13,"-98,343"
Cardi B,4kYSro6naA4h99UJvo89HB,28382947,2025-02-14,"+120,265"
Cardi B,4kYSro6naA4h99UJvo89HB,28409903,2025-02-15,"-34,812"
Cardi B,4kYSro6naA4h99UJvo89HB,28388235,2025-02-16,"+35,400"
Cardi B,4kYSro6naA4h99UJvo89HB,28348345,2025-02-17,"-22,463"
Cardi B,4kYSro6naA4h99UJvo89HB,28343473,2025-02-18,"+133,553"
Cardi B,4kYSro6naA4h99UJvo89HB,28362256,2025-02-19,"-22,990"
Cardi B,4kYSro6naA4h99UJvo89HB,28395239,2025-02-20,"-51,629"
Cardi B,4kYSro6naA4h99UJvo89HB,28409369,2025-02-21,"-16,481"
Cardi B,4kYSro6naA4h99UJvo89HB,28385554,2025-02-22,"+70,948"
Cardi B,4kYSro6naA4h99UJvo89HB,28418059,2025-02-23,"-44,591"
Cardi B,4kYSro6naA4h99UJvo89HB,28431513,2025-02-24,"-108,038"
Cardi B,4kYSro6naA4h99UJvo89HB,28355789,2025-02-25,"-57,519"
Cardi B,4kYSro6naA4h99UJvo89HB,28348441,2025-02-26,"-134,086"
Cardi B,4kYSro6naA4h99UJvo89HB,28375856,2025-02-27,"-21,879"
Cardi B,4kYSro6naA4h99UJvo89HB,28423761,2025-02-28,"-116,045"
Cardi B,4kYSro6naA4h99UJvo89HB,28430614,2025-03-01,"-45,716"
Cardi B,4kYSro6naA4h99UJvo89HB,28438607,2025-03-02,"-44,398"
Cardi B,4kYSro6naA4h99UJvo89HB,28460631,2025-03-03,"+36,513"
Cardi B,4kYSro6naA4h99UJvo89HB,28450027,2025-03-04,"+132,990"
Cardi B,4kYSro6naA4h99UJvo89HB,28415473,2025-03-05,"+69,119"
Cardi B,4kYSro6naA4h99UJvo89HB,28435006,2025-03-06,"-174,254"
Cardi B,4kYSro6naA4h99UJvo89HB,28425900,2025-03-07,"+73,236"
Cardi B,4kYSro6naA4h99UJvo89HB,28399670,2025-03-08,"-100,142"
Cardi B,4kYSro6naA4h99UJvo89HB,28422990,2025-03-09,"+26,652"
Cardi B,4kYSro6naA4h99UJvo89HB,28439044,2025-03-10,"-49,649"
Cardi B,4kYSro6naA4h99UJvo89HB,28467619,2025-03-11,"-60,309"
Cardi B,4kYSro6naA4h99UJvo89HB,28473848,2025-03-12,"-1,654"
Cardi B,4kYSro6naA4h99UJvo89HB,28493173,2025-03-13,"+89,137"
Cardi B,4kYSro6naA4h99UJvo89HB,28459567,2025-03-14,"-87,729"
Cardi B,4kYSro6naA4h99UJvo89HB,28489756,2025-03-15,"+23,956"
Cardi B,4kYSro6naA4h99UJvo89HB,28510211,2025-03-16,"-86,626"
Cardi B,4kYSro6naA4h99UJvo89HB,28481674,2025-03-17,"-21,082"
Cardi B,4kYSro6naA4h99UJvo89HB,28466072,2025-03-18,"+79,858"
Cardi B,4kYSro6naA4h99UJvo89HB,28461018,2025-03-19,"+29,815"
Cardi B,4kYSro6naA4h99UJvo89HB,28467597,2025-03-20,"-75,112"
Cardi B,4kYSro6naA4h99UJvo89HB,28432595,2025-03-21,"-93,209"
Cardi B,4kYSro6naA4h99UJvo89HB,28444228,2025-03-22,"-25,556"
Cardi B,4kYSro6naA4h99UJvo89HB,28422445,2025-03-23,"-2,943"
Cardi B,4kYSro6naA4h99UJvo89HB,28427482,2025-03-24,"-11,439"
Cardi B,4kYSro6naA4h99UJvo89HB,28416177,2025-03-25,"-135,471"
Cardi B,4kYSro6naA4h99UJvo89HB,28427370,2025-03-26,"+63,212"
Cardi B,4kYSro6naA4h99UJvo89HB,28449294,2025-03-27,"+2,147"
Cardi B,4kYSro6naA4h99UJvo89HB,28448238,2025-03-28,"-36,425"
Cardi B,4kYSro6naA4h99UJvo89HB,28481911,2025-03-29,"+94,900"
Cardi B,4kYSro6naA4h99UJvo89HB,28496309,2025-03-30,"-26,102"
Cardi B,4kYSro6naA4h99UJvo89HB,28463434,2025-03-31,"+58,050"
Cardi B,4kYSro6naA4h99UJvo89HB,28443336,2025-04-01,"+49,305"
Cardi B,4kYSro6naA4h99UJvo89HB,28446698,2025-04-02,"-103,740"
Cardi B,4kYSro6naA4h99UJvo89HB,28476949,2025-04-03,"-9,668"
Cardi B,4kYSro6naA4h99UJvo89HB,28463487,2025-04-04,"+106,686"
Cardi B,4kYSro6naA4h99UJvo89HB,28453018,2025-04-05,"+64,887"
Cardi B,4kYSro6naA4h99UJvo89HB,28418327,2025-04-06,"-57,987"
